,LATITUDE,LONGITUDE
553610,41.85166059016445,-87.7233522335862
553611,41.775924572734226,-87.78376533940651
553612,41.77585052337128,-87.78864287782636
553613,41.93359165208338,-87.73739538093778
553614,41.92993219971535,-87.77850309617365
553615,41.74947325542915,-87.71717306219841
553616,41.930329947625744,-87.77851580199457
553617,41.88752669573498,-87.61963741497824
553618,41.891140059290215,-87.66699947330164
553619,41.78674457993747,-87.63134708485649
553620,41.843747924704815,-87.63680117443113
553621,41.78825451591673,-87.80124981648798
553622,41.69842555306128,-87.69856863212677
553623,41.954120696614304,-87.68858958151804
553624,41.89828116936385,-87.67726727896064
553625,41.712494464731066,-87.56926095125117
553626,41.98033842094528,-87.8303900886785
553627,41.692559762591976,-87.62119369539766
553628,41.995688080012066,-87.80696129020262
553629,41.70586867059771,-87.71341663561078
553630,41.66475041327026,-87.61753679473406
553631,41.793091436608684,-87.60393042229163
553632,41.73113028503603,-87.60483500332792
553633,41.745614857771415,-87.5883446476021
553634,41.90970684669421,-87.73146919015974
553635,41.90989766464456,-87.73376822625004
553636,41.909676222517476,-87.73392386112471
553637,41.90757502240888,-87.6333828867308
553638,41.67227766564687,-87.65455801773692
553639,41.67228217564857,-87.65422059597941
553640,41.6722861850302,-87.65396754153124
553641,41.67231039297665,-87.65237578643674
553642,41.67232019131286,-87.65170084467199
553643,41.672317865507026,-87.65186950723258
553644,41.8878846470662,-87.6205117403242
553645,41.87434204519479,-87.72558999803698
553646,41.894768780690505,-87.7620577589641
553647,41.96835128527914,-87.72809167198088
553648,41.978215559046184,-87.76584056769556
553649,41.80305395585207,-87.60650186269577
553650,41.88807333160907,-87.62059446133681
553651,41.77199585120445,-87.62978994392712
553652,41.76657593332905,-87.67372558256235
553653,41.685282467534144,-87.63495801425802
553654,41.92667594193231,-87.6419989198988
553655,41.92416503331658,-87.66438826247987
553656,41.7013236190484,-87.53030451320228
553657,41.87468009194542,-87.76480397994328
553658,41.956278145076496,-87.71680835809728
553659,41.93012842753213,-87.7614374819281
553660,41.90625887086,-87.72635347636164
553661,41.923976785020365,-87.77322788894182
553662,41.932987177104614,-87.63946725226593
553663,41.887885035840824,-87.61766861893602
553664,41.980394153925744,-87.80878748583278
553665,41.96634190354003,-87.74509761113768
553666,41.8990964841824,-87.70553893175217
553667,42.01405726232984,-87.81133961669948
553668,41.97163990076417,-87.8049595296492
553669,41.779344263386704,-87.68529586267398
553670,41.74561087316852,-87.72793119109272
553671,41.920336171536384,-87.79499430248948
553672,41.83913933169418,-87.68539358845226
553673,41.78101152150713,-87.69594382001861
553674,41.91222465178207,-87.70207671808849
553675,41.75146060316686,-87.5859719929647
553676,41.96156145557218,-87.69835049628945
553677,41.705419479267725,-87.62596664748257
553678,41.992214862351105,-87.68001855138365
553679,41.90582366283705,-87.69217184241928
553680,41.967845713857436,-87.77105842760947
553681,41.70542319342193,-87.6256539324142
553682,41.694509693406346,-87.62357620652708
553683,41.910130201747215,-87.7143908570216
553684,41.6720194207608,-87.6569346067756
553685,41.91007656187643,-87.71898784853823
553686,41.70483976955376,-87.65731445520075
553687,41.67227002141631,-87.65506319707815
553688,41.97576459505513,-87.78672560198292
553689,41.882123546399534,-87.74273591474777
553690,41.975789739662474,-87.77123510818363
553691,41.910023748014396,-87.7239063862477
553692,41.996047201171656,-87.68829406599615
553693,41.909928420721066,-87.73131793908917
553694,41.90934390804925,-87.63923316733165
553695,41.67229073614092,-87.65367697296864
553696,41.97546241188382,-87.74692957389351
553697,41.93769805854409,-87.67360341211277
553698,41.73495918854074,-87.60735451126509
553699,41.930692027954585,-87.71029636267427
553700,41.80054580604423,-87.60623567328825
553701,41.887999887348535,-87.62256513255957
553702,41.969671274156454,-87.78450736490181
553703,41.968129655063976,-87.72825749023347
553704,41.79429991173285,-87.65372508080665
553705,41.90999558160536,-87.7263946932147
553706,41.865732312266495,-87.61966863731983
553707,41.69807028858107,-87.63396810996137
553708,41.91076010146024,-87.7115535005032
553709,42.010197715897576,-87.81348958633421
553710,41.69630181215359,-87.63391434198239
553711,41.902962375889395,-87.70481177048107
553712,41.694351357528646,-87.63695238487047
553713,41.694331125993855,-87.63874080354807
553714,41.926463980293285,-87.73678244979202
553715,41.694323699352154,-87.63936632436115
553716,41.69432063100274,-87.6396180311294
553717,41.779572908831575,-87.7155443143627
553718,41.69430490071275,-87.64089398863459
553719,41.69430163459157,-87.64116641678484
553720,41.70541840025681,-87.62604318056606
553721,41.96684212254847,-87.77738490698
553722,41.705426672857975,-87.6253599644162
553723,41.705428478548214,-87.6252125567187
553724,41.705433925919365,-87.62477041781933
553725,41.70543485990125,-87.62469671465858
553726,41.910162846802685,-87.71195386769125
553727,41.705435793835825,-87.62462301149637
553728,41.90994333506405,-87.71194978316811
553729,41.742984089771156,-87.66339655526848
553730,41.986444153795375,-87.76811956795373
553731,41.909910705082176,-87.71438551021204
553732,41.975541358400704,-87.71828027637316
553733,41.91010325129441,-87.71675618326017
553734,41.97577142853804,-87.71492119675855
553735,41.6722512580941,-87.65640112454399
553736,41.90985387830976,-87.71927878166252
553737,41.90988374801486,-87.71675134304142
553738,41.91004941940976,-87.72145808388564
553739,41.704843638750674,-87.65702982971601
553740,41.975711595212644,-87.7939977969734
553741,41.909826163903105,-87.72172132037602
553742,41.90980178212476,-87.72414177302362
553743,41.90999558160536,-87.7263946932147
553744,41.801241245986745,-87.68239254720653
553745,41.90977608675987,-87.72638919420739
553746,41.98967433638103,-87.66970350667688
553747,41.92494196691,-87.69491046030079
553748,41.69794740224915,-87.68491319675219
553749,41.919692659002095,-87.68762594025866
553750,41.77922785575432,-87.69325049629893
553751,41.74663982161097,-87.6622758721806
553752,41.797839095266745,-87.73294910850097
553753,41.78078807397058,-87.69723988723524
553754,41.97726395243018,-87.7996924284163
553755,41.79405946230219,-87.67122644692707
553756,41.7745676005109,-87.76144477590805
553757,41.926230325032265,-87.7378213794898
553758,41.85213319275457,-87.70511882785671
553759,41.84644168353661,-87.70516272141754
553760,41.926657171396094,-87.73681657950416
553761,41.93653142030743,-87.78939022898622
553762,41.721799920301436,-87.6262986724053
553763,41.90754376299205,-87.77447871878526
553764,41.795720579579175,-87.73410846212866
553765,41.74280313637567,-87.67674566226508
553766,41.92810334202376,-87.66961435766306
553767,41.83384430668495,-87.68303434202345
553768,41.922247540407284,-87.76607280533042
553769,42.0028268095381,-87.80810163341387
553770,41.887481347292336,-87.61586760008987
553771,41.76037749872514,-87.74192003165926
553772,41.89327186490048,-87.68662305904684
553773,41.762808282679394,-87.66387718823124
553774,42.01630628981729,-87.8207883407624
553775,41.883545719777814,-87.6957140319244
553776,41.888070684082734,-87.62219236951034
553777,41.795404000534454,-87.58914713736111
553778,41.808155438843116,-87.70846294775794
553779,41.83568691975557,-87.66822794229998
553780,41.77684400710617,-87.7277440475647
553781,41.93412661885668,-87.66773963873635
553782,41.700764909438966,-87.68581117716124
553783,41.73959175625835,-87.71858056746616
553784,41.77523848777432,-87.70561175482176
553785,42.01757847554399,-87.69160416200116
553786,41.74793902459655,-87.62908271905388
553787,41.797708904458716,-87.78578084077722
553788,41.83669993346192,-87.68534628301019
553789,41.90759748466141,-87.63298592556772
553790,41.91293904698839,-87.68743624216131
553791,41.917850642097825,-87.70908629031445
553792,41.91797301370767,-87.70909012204712
553793,41.774438983976864,-87.76143851514216
553794,41.975551776439545,-87.7185741431646
553795,41.92493586557248,-87.69557638472506
553796,41.857474370967786,-87.68596860468548
553797,41.83639438177668,-87.72448665590271
553798,41.843630256490314,-87.64525950370731
553799,41.92500763157433,-87.67070103547445
553800,41.992410830627605,-87.72777804866327
553801,41.74947325542915,-87.71717306219841
553802,41.99970647825473,-87.68684869371319
553803,41.95991120263695,-87.77348541696527
553804,41.909544407148665,-87.63153543980728
553805,41.89923955151794,-87.70682298445551
553806,41.91751848308147,-87.70576777646008
553807,41.67154836210445,-87.64035206672676
553808,41.92411048504659,-87.77801066074433
553809,41.71579729345971,-87.64357992208025
553810,41.9044053312431,-87.63308591863239
553811,41.99613429480856,-87.69973727667617
553812,41.946675245157415,-87.71277857739487
553813,41.96924187086199,-87.75936483185026
553814,41.736160603716826,-87.64522106808624
553815,41.726321696415575,-87.55019258292093
553816,41.9561571036796,-87.72170494531612
553817,41.9561571036796,-87.72170494531612
553818,41.9561571036796,-87.72170494531612
553819,41.93693560819134,-87.74380090554651
553820,41.663275502900845,-87.63795997675527
553821,41.97147869879308,-87.79628973784233
553822,41.66050240756699,-87.58883583663064
553823,41.97027505868141,-87.79677905288422
553824,41.97028697373726,-87.79558621661337
553825,41.67390777487864,-87.63921900196169
553826,41.67378491815461,-87.63950589299887
553827,41.74371096631562,-87.61488111932323
553828,41.6735583252338,-87.63949835791193
553829,41.673277015931056,-87.63950515903832
